# generated by standalone/check-upstream-text.py, scanner 1
# file:line	class	string
src/frontend/sdl/settings.cpp:19	ui	OFF
src/frontend/sdl/settings.cpp:26	ui	OFF
src/frontend/sdl/settings.cpp:29	ui	OFF
src/frontend/sdl/settings.cpp:33	ui	OFF
src/frontend/sdl/settings.cpp:51	ui	OFF
src/frontend/sdl/settings.cpp:16	ui	ON
src/frontend/sdl/settings.cpp:38	ui	ORANGE
src/frontend/sdl/settings.cpp:26	ui	OVER
src/frontend/sdl/settings.cpp:19	ui	OVERCLOCK
src/frontend/sdl/settings.cpp:170	ui	PANEL PIXELS BETWEEN THE TWO SCREENS WHEN THEY ARE STACKED OR SIDE BY SIDE
src/frontend/sdl/settings.cpp:168	ui	PANEL PIXELS PER CELL
src/frontend/sdl/settings.cpp:37	ui	PINK
src/frontend/sdl/settings.cpp:69	ui	PIP
src/frontend/sdl/settings.cpp:184	ui	PIP CORNER
src/frontend/sdl/settings.cpp:188	ui	PIP OPACITY
src/frontend/sdl/settings.cpp:186	ui	PIP SIZE
src/frontend/sdl/settings.cpp:190	ui	PIP TOUCH HOLD
src/frontend/sdl/settings.cpp:40	ui	PURPLE
src/frontend/sdl/settings.cpp:37	ui	RED
src/frontend/sdl/settings.cpp:134	ui	SAVE A STATE WHEN THE EMULATOR EXITS, TO RESUME FROM
src/frontend/sdl/settings.cpp:169	ui	SCREEN GAP
src/frontend/sdl/settings.cpp:163	ui	SEAM
src/frontend/sdl/settings.cpp:45	ui	SEPTEMBER
src/frontend/sdl/settings.cpp:107	ui	SHORTER LOADING SCREENS. GAMES THAT RACE THE CARD CAN MISBEHAVE
src/frontend/sdl/settings.cpp:68	ui	SINGLE
src/frontend/sdl/settings.cpp:160	ui	SMOOTH SCALING. OVERRIDES THE GRID, SEAMS AND CHUNKY
src/frontend/sdl/settings.cpp:222	ui	SOME GAMES COLOUR THEMSELVES WITH IT
src/frontend/sdl/settings.cpp:131	ui	SOUND HELD AHEAD. LOWER IS LESS DELAY, LESS SLACK BEFORE A LATE FRAME IS HEARD
src/frontend/sdl/settings.cpp:63	ui	SPANISH
src/frontend/sdl/settings.cpp:220	ui	THE GREETING THE DS MENU SHOWS
src/frontend/sdl/settings.cpp:228	ui	THE LANGUAGE MULTI-LANGUAGE GAMES START IN
src/frontend/sdl/settings.cpp:199	ui	THE LAYOUT HOTKEYS STEP THROUGH THE TICKED LAYOUTS
src/frontend/sdl/settings.cpp:201	ui	THE LAYOUT HOTKEYS STEP THROUGH THE TICKED LAYOUTS
src/frontend/sdl/settings.cpp:203	ui	THE LAYOUT HOTKEYS STEP THROUGH THE TICKED LAYOUTS
src/frontend/sdl/settings.cpp:205	ui	THE LAYOUT HOTKEYS STEP THROUGH THE TICKED LAYOUTS
src/frontend/sdl/settings.cpp:207	ui	THE LAYOUT HOTKEYS STEP THROUGH THE TICKED LAYOUTS
src/frontend/sdl/settings.cpp:209	ui	THE LAYOUT HOTKEYS STEP THROUGH THE TICKED LAYOUTS. ONE ALWAYS STAYS
src/frontend/sdl/settings.cpp:109	ui	THE RATE THE GAME IS HELD TO. CONSOLE IS THE ONE THE GAME WAS WRITTEN FOR
src/frontend/sdl/settings.cpp:183	ui	THE SCREEN SHOWN ALONE, LARGE OR FIRST
src/frontend/sdl/settings.cpp:193	ui	THE SMALLER SCREEN'S SIZE. AUTO FITS WHOLE PIXELS
src/frontend/sdl/settings.cpp:195	ui	THE SMALLEST SECONDARY AUTO WILL ACCEPT
src/frontend/sdl/settings.cpp:104	ui	TIMING OC
src/frontend/sdl/settings.cpp:35	ui	TOP
src/frontend/sdl/settings.cpp:70	ui	TOP LEFT
src/frontend/sdl/settings.cpp:70	ui	TOP RIGHT
src/frontend/sdl/settings.cpp:39	ui	TURQUOISE
src/frontend/sdl/settings.cpp:26	ui	UNDER
src/frontend/sdl/settings.cpp:19	ui	UNDERCLOCK
src/frontend/sdl/settings.cpp:103	ui	UNDERCLOCK: FOR THE HARDER TO RUN GAMES AND/OR THE LOWEST END DEVICES. OFF IF A GAME MISBEHAVES
src/frontend/sdl/settings.cpp:25	ui	UNLIMITED
src/frontend/sdl/settings.cpp:122	ui	UNLIMITED
src/frontend/sdl/settings.cpp:68	ui	VERTICAL
src/frontend/sdl/settings.cpp:40	ui	VIOLET
src/frontend/sdl/settings.cpp:218	ui	WHAT GAMES CALL YOU
src/frontend/sdl/settings.cpp:136	ui	WHEN A GAME STARTS, RESUME FROM ITS AUTOSAVED STATE IF THERE IS ONE
src/frontend/sdl/settings.cpp:152	ui	WHERE THE GAME LOOKS UP ITS SERVERS. NINTENDO'S ARE GONE; WIIMMFI REPLACES THEM
src/frontend/sdl/settings.cpp:185	ui	WHERE THE SMALL SCREEN SITS
src/frontend/sdl/settings.cpp:124	ui	WHILE FAST FORWARDING, SHOW ONE FRAME IN THIS MANY PLUS ONE
src/frontend/sdl/settings.cpp:158	ui	WHOLE PANEL PIXELS PER DS PIXEL. UNDER LETTERBOXES, OVER CROPS
src/frontend/sdl/settings.cpp:61	ui	WIIMMFI
src/frontend/sdl/settings.cpp:38	ui	YELLOW
src/frontend/sdl/settings.cpp:66	ui	[ ]
src/frontend/sdl/settings.cpp:66	ui	[X]
